class,cap-shape,cap-surface,cap-color,bruises,gill-color,stalk-shape,stalk-color-above-ring,stalk-color-below-ring,veil-color,ring-number,ring-type,spore-print-color,population,habitat
poisonous,convex,scaly,red,no,buff,tapering,pink,white,white,one,evanescent,white,several,paths
poisonous,flat,scaly,brown,no,buff,tapering,white,white,white,one,evanescent,white,several,leaves
poisonous,flat,scaly,red,no,buff,tapering,white,white,white,one,evanescent,white,several,paths
poisonous,convex,scaly,red,no,buff,tapering,pink,white,white,one,evanescent,white,several,leaves
poisonous,flat,smooth,red,no,buff,tapering,pink,pink,white,one,evanescent,white,several,leaves
poisonous, knobbed,smooth,brown,no,buff,tapering,white,white,white,one,evanescent,white,several,woods
poisonous,convex,scaly,red,no,buff,tapering,pink,white,white,one,evanescent,white,several,paths
poisonous,convex,smooth,brown,no,buff,tapering,pink,pink,white,one,evanescent,white,several,leaves
poisonous,flat,smooth,red,no,buff,tapering,pink,white,white,one,evanescent,white,several,paths
poisonous,flat,smooth,red,no,buff,tapering,white,white,white,one,evanescent,white,several,paths
edible,bell,fibrous,gray,no,pink,enlarging,white,white,white,two,pendant,white,scattered,grasses
poisonous,convex,smooth,brown,no,buff,tapering,white,white,white,one,evanescent,white,several,paths
poisonous, knobbed,smooth,brown,no,buff,tapering,white,pink,white,one,evanescent,white,several,paths
edible,bell,smooth,brown,no,orange,enlarging,orange,orange,brown,one,pendant,yellow,several,leaves
poisonous,flat,smooth,brown,no,buff,tapering,pink,pink,white,one,evanescent,white,several,woods
poisonous,flat,scaly,brown,no,buff,tapering,pink,white,white,one,evanescent,white,several,woods
poisonous,convex,scaly,red,no,buff,tapering,white,pink,white,one,evanescent,white,several,woods
poisonous,convex,smooth,red,no,buff,tapering,pink,pink,white,one,evanescent,white,several,woods
poisonous, knobbed,scaly,cinnamon,no,white,enlarging,cinnamon,cinnamon,white,none,none,white,clustered,woods
poisonous,convex,smooth,red,no,buff,tapering,white,white,white,one,evanescent,white,several,leaves
poisonous,flat,smooth,brown,no,buff,tapering,white,pink,white,one,evanescent,white,several,paths
poisonous,convex,smooth,brown,no,buff,tapering,pink,pink,white,one,evanescent,white,several,leaves
poisonous,convex,scaly,red,no,buff,tapering,white,white,white,one,evanescent,white,several,woods
poisonous,convex,smooth,red,no,buff,tapering,pink,white,white,one,evanescent,white,several,woods
poisonous,flat,smooth,red,no,buff,tapering,pink,white,white,one,evanescent,white,several,leaves
poisonous,flat,smooth,brown,no,buff,tapering,pink,white,white,one,evanescent,white,several,woods
poisonous,flat,smooth,brown,no,buff,tapering,white,white,white,one,evanescent,white,several,woods
poisonous,flat,scaly,red,no,buff,tapering,pink,pink,white,one,evanescent,white,several,paths
poisonous,convex,smooth,red,no,buff,tapering,pink,pink,white,one,evanescent,white,several,leaves
poisonous,flat,scaly,red,no,buff,tapering,white,pink,white,one,evanescent,white,several,woods
poisonous,flat,scaly,brown,no,buff,tapering,pink,white,white,one,evanescent,white,several,leaves
poisonous,convex,scaly,red,no,buff,tapering,white,white,white,one,evanescent,white,several,leaves
poisonous,flat,scaly,red,no,buff,tapering,pink,pink,white,one,evanescent,white,several,paths
poisonous,flat,smooth,red,no,buff,tapering,white,white,white,one,evanescent,white,several,leaves
poisonous,flat,smooth,red,no,buff,tapering,pink,white,white,one,evanescent,white,several,paths
poisonous,convex,smooth,red,no,buff,tapering,white,white,white,one,evanescent,white,several,paths
poisonous,convex,smooth,red,no,buff,tapering,pink,pink,white,one,evanescent,white,several,woods
poisonous, knobbed,scaly,red,no,buff,tapering,white,white,white,one,evanescent,white,several,paths
poisonous,convex,scaly,red,no,buff,tapering,white,white,white,one,evanescent,white,several,leaves
poisonous,convex,smooth,red,no,buff,tapering,pink,white,white,one,evanescent,white,several,woods
poisonous,convex,smooth,brown,no,buff,tapering,pink,white,white,one,evanescent,white,several,woods
poisonous,convex,smooth,brown,no,buff,tapering,white,white,white,one,evanescent,white,several,leaves
poisonous,flat,smooth,brown,no,buff,tapering,pink,white,white,one,evanescent,white,several,woods
poisonous,flat,scaly,brown,no,buff,tapering,white,pink,white,one,evanescent,white,several,paths
poisonous,convex,smooth,red,no,buff,tapering,white,pink,white,one,evanescent,white,several,woods
poisonous, knobbed,smooth,brown,no,buff,tapering,pink,white,white,one,evanescent,white,several,paths
poisonous,flat,smooth,brown,no,buff,tapering,white,white,white,one,evanescent,white,several,woods
poisonous,flat,scaly,brown,no,buff,tapering,white,white,white,one,evanescent,white,several,woods
poisonous,flat,scaly,red,no,buff,tapering,pink,pink,white,one,evanescent,white,several,paths
poisonous,flat,scaly,red,no,buff,tapering,pink,pink,white,one,evanescent,white,several,leaves
poisonous,flat,scaly,brown,no,buff,tapering,pink,white,white,one,evanescent,white,several,woods
poisonous,convex,smooth,red,no,buff,tapering,white,pink,white,one,evanescent,white,several,leaves
poisonous,flat,scaly,brown,no,buff,tapering,white,white,white,one,evanescent,white,several,woods
poisonous,flat,smooth,brown,no,buff,tapering,white,white,white,one,evanescent,white,several,woods
poisonous,flat,smooth,red,no,buff,tapering,pink,pink,white,one,evanescent,white,several,paths
poisonous,convex,smooth,brown,no,buff,tapering,pink,pink,white,one,evanescent,white,several,woods
poisonous,flat,scaly,red,no,buff,tapering,white,white,white,one,evanescent,white,several,woods
poisonous, knobbed,scaly,brown,no,buff,tapering,pink,white,white,one,evanescent,white,several,leaves
poisonous,flat,smooth,brown,no,buff,tapering,white,white,white,one,evanescent,white,several,paths
poisonous,flat,scaly,brown,no,buff,tapering,pink,white,white,one,evanescent,white,several,paths
poisonous,flat,smooth,red,no,buff,tapering,pink,pink,white,one,evanescent,white,several,leaves
poisonous,convex,smooth,brown,no,buff,tapering,white,white,white,one,evanescent,white,several,leaves
poisonous,flat,smooth,red,no,buff,tapering,pink,white,white,one,evanescent,white,several,paths
poisonous,convex,smooth,red,no,buff,tapering,white,white,white,one,evanescent,white,several,woods
poisonous,flat,scaly,red,no,buff,tapering,pink,white,white,one,evanescent,white,several,woods
poisonous,convex,smooth,red,no,buff,tapering,pink,pink,white,one,evanescent,white,several,paths
poisonous,flat,smooth,red,no,buff,tapering,white,pink,white,one,evanescent,white,several,paths
poisonous,flat,smooth,brown,no,buff,tapering,white,pink,white,one,evanescent,white,several,paths
poisonous,convex,smooth,brown,no,buff,tapering,pink,white,white,one,evanescent,white,several,paths
poisonous,convex,smooth,red,no,buff,tapering,pink,pink,white,one,evanescent,white,several,woods
poisonous,flat,smooth,red,no,buff,tapering,white,white,white,one,evanescent,white,several,woods
poisonous,convex,smooth,red,no,buff,tapering,pink,white,white,one,evanescent,white,several,leaves
poisonous,convex,smooth,brown,no,buff,tapering,white,white,white,one,evanescent,white,several,leaves
poisonous,flat,smooth,red,no,buff,tapering,pink,pink,white,one,evanescent,white,several,woods
poisonous,convex,scaly,red,no,buff,tapering,white,pink,white,one,evanescent,white,several,leaves
poisonous,convex,smooth,brown,no,buff,tapering,pink,pink,white,one,evanescent,white,several,paths
poisonous,convex,scaly,red,no,buff,tapering,white,pink,white,one,evanescent,white,several,paths
poisonous,flat,smooth,red,no,buff,tapering,white,white,white,one,evanescent,white,several,leaves
poisonous,convex,smooth,red,no,buff,tapering,white,pink,white,one,evanescent,white,several,woods
poisonous,flat,scaly,brown,no,buff,tapering,pink,white,white,one,evanescent,white,several,leaves
poisonous,convex,smooth,red,no,buff,tapering,white,white,white,one,evanescent,white,several,leaves
poisonous,convex,smooth,brown,no,buff,tapering,white,pink,white,one,evanescent,white,several,leaves
poisonous,flat,smooth,red,no,buff,tapering,white,white,white,one,evanescent,white,several,woods
poisonous,convex,smooth,red,no,buff,tapering,pink,pink,white,one,evanescent,white,several,woods
poisonous,flat,smooth,brown,no,buff,tapering,white,pink,white,one,evanescent,white,several,leaves
poisonous,convex,scaly,red,no,buff,tapering,white,pink,white,one,evanescent,white,several,paths
poisonous,flat,scaly,red,no,buff,tapering,pink,pink,white,one,evanescent,white,several,woods
poisonous,convex,scaly,red,no,buff,tapering,pink,white,white,one,evanescent,white,several,paths
poisonous, knobbed,scaly,brown,no,buff,tapering,white,white,white,one,evanescent,white,several,leaves
poisonous,flat,scaly,brown,no,buff,tapering,white,white,white,one,evanescent,white,several,leaves
poisonous,convex,scaly,red,no,buff,tapering,pink,pink,white,one,evanescent,white,several,leaves
poisonous,flat,smooth,brown,no,buff,tapering,white,white,white,one,evanescent,white,several,paths
poisonous,convex,smooth,red,no,buff,tapering,pink,white,white,one,evanescent,white,several,woods
poisonous,flat,smooth,red,no,buff,tapering,pink,pink,white,one,evanescent,white,several,woods
edible,convex,fibrous,gray,no,gray,enlarging,white,white,white,two,pendant,white,scattered,grasses
poisonous,convex,smooth,red,no,buff,tapering,white,white,white,one,evanescent,white,several,paths
poisonous,flat,smooth,brown,no,buff,tapering,pink,pink,white,one,evanescent,white,several,leaves
poisonous,flat,smooth,brown,no,buff,tapering,pink,pink,white,one,evanescent,white,several,paths
poisonous,convex,smooth,red,no,buff,tapering,white,white,white,one,evanescent,white,several,leaves
poisonous,convex,smooth,red,no,buff,tapering,white,white,white,one,evanescent,white,several,leaves
poisonous,convex,smooth,red,no,buff,tapering,white,white,white,one,evanescent,white,several,leaves
poisonous,flat,scaly,red,no,buff,tapering,white,white,white,one,evanescent,white,several,woods
edible,bell,fibrous,gray,no,white,enlarging,white,white,white,two,pendant,white,scattered,grasses
poisonous,flat,scaly,brown,no,buff,tapering,white,pink,white,one,evanescent,white,several,woods
poisonous,flat,scaly,red,no,buff,tapering,pink,pink,white,one,evanescent,white,several,woods
poisonous,flat,scaly,brown,no,buff,tapering,pink,pink,white,one,evanescent,white,several,woods
poisonous,flat,smooth,brown,no,buff,tapering,pink,white,white,one,evanescent,white,several,leaves
poisonous,flat,scaly,brown,no,buff,tapering,white,pink,white,one,evanescent,white,several,woods
poisonous,convex,scaly,red,no,buff,tapering,pink,white,white,one,evanescent,white,several,woods
poisonous,flat,scaly,brown,no,buff,tapering,white,white,white,one,evanescent,white,several,leaves
poisonous,convex,smooth,brown,no,buff,tapering,pink,pink,white,one,evanescent,white,several,woods
poisonous,flat,scaly,red,no,buff,tapering,pink,white,white,one,evanescent,white,several,woods
edible, knobbed,fibrous,gray,no,pink,enlarging,white,white,white,two,pendant,white,scattered,grasses
edible,bell,smooth,brown,no,yellow,enlarging,orange,orange,brown,one,pendant,orange,clustered,leaves
poisonous,flat,smooth,brown,no,buff,tapering,white,white,white,one,evanescent,white,several,leaves
poisonous,convex,smooth,brown,no,buff,tapering,pink,white,white,one,evanescent,white,several,paths
poisonous,flat,scaly,brown,no,buff,tapering,pink,pink,white,one,evanescent,white,several,leaves
poisonous,flat,smooth,red,no,buff,tapering,white,white,white,one,evanescent,white,several,leaves
poisonous,flat,scaly,brown,no,buff,tapering,pink,white,white,one,evanescent,white,several,leaves
poisonous,flat,smooth,brown,no,buff,tapering,pink,pink,white,one,evanescent,white,several,woods
poisonous,flat,scaly,red,no,buff,tapering,pink,pink,white,one,evanescent,white,several,paths
poisonous,flat,scaly,red,no,buff,tapering,pink,white,white,one,evanescent,white,several,leaves
poisonous,flat,smooth,brown,no,buff,tapering,white,pink,white,one,evanescent,white,several,leaves
poisonous,convex,smooth,red,no,buff,tapering,white,white,white,one,evanescent,white,several,woods
edible,convex,fibrous,white,no,gray,enlarging,white,white,white,two,pendant,white,numerous,grasses
poisonous,flat,smooth,brown,no,buff,tapering,pink,pink,white,one,evanescent,white,several,paths
poisonous,convex,smooth,red,no,buff,tapering,pink,white,white,one,evanescent,white,several,leaves
poisonous,convex,smooth,brown,no,buff,tapering,pink,pink,white,one,evanescent,white,several,woods
poisonous,convex,smooth,brown,no,buff,tapering,pink,pink,white,one,evanescent,white,several,leaves
poisonous,convex,smooth,brown,no,buff,tapering,pink,white,white,one,evanescent,white,several,woods
poisonous, knobbed,scaly,brown,no,buff,tapering,pink,white,white,one,evanescent,white,several,woods
poisonous,flat,smooth,brown,no,buff,tapering,white,pink,white,one,evanescent,white,several,paths
poisonous,convex,scaly,red,no,buff,tapering,white,pink,white,one,evanescent,white,several,paths
poisonous,flat,smooth,brown,no,buff,tapering,pink,white,white,one,evanescent,white,several,paths
poisonous,flat,smooth,brown,no,buff,tapering,white,white,white,one,evanescent,white,several,woods
poisonous,convex,smooth,brown,no,buff,tapering,white,white,white,one,evanescent,white,several,leaves
poisonous,convex,smooth,brown,no,buff,tapering,pink,white,white,one,evanescent,white,several,woods
poisonous,convex,scaly,red,no,buff,tapering,white,white,white,one,evanescent,white,several,leaves
poisonous,flat,smooth,red,no,buff,tapering,white,pink,white,one,evanescent,white,several,woods
poisonous,flat,smooth,red,no,buff,tapering,white,pink,white,one,evanescent,white,several,leaves
poisonous,flat,scaly,brown,no,buff,tapering,white,pink,white,one,evanescent,white,several,paths
poisonous,convex,smooth,red,no,buff,tapering,pink,pink,white,one,evanescent,white,several,leaves
poisonous,flat,smooth,red,no,buff,tapering,white,pink,white,one,evanescent,white,several,leaves
poisonous,flat,scaly,red,no,buff,tapering,pink,pink,white,one,evanescent,white,several,woods
poisonous,flat,scaly,red,no,buff,tapering,pink,white,white,one,evanescent,white,several,leaves
poisonous,convex,scaly,red,no,buff,tapering,white,white,white,one,evanescent,white,several,leaves
poisonous,flat,scaly,brown,no,buff,tapering,white,white,white,one,evanescent,white,several,leaves
poisonous,flat,smooth,brown,no,buff,tapering,white,white,white,one,evanescent,white,several,leaves
poisonous,flat,smooth,brown,no,buff,tapering,pink,pink,white,one,evanescent,white,several,paths
poisonous, knobbed,scaly,red,no,buff,tapering,white,white,white,one,evanescent,white,several,leaves
poisonous,flat,smooth,red,no,buff,tapering,white,white,white,one,evanescent,white,several,leaves
poisonous,convex,smooth,red,no,buff,tapering,pink,pink,white,one,evanescent,white,several,paths
poisonous,convex,scaly,red,no,buff,tapering,white,white,white,one,evanescent,white,several,paths
poisonous,flat,scaly,red,no,buff,tapering,white,white,white,one,evanescent,white,several,leaves
poisonous,convex,scaly,red,no,buff,tapering,white,white,white,one,evanescent,white,several,woods
poisonous,flat,scaly,red,no,buff,tapering,white,pink,white,one,evanescent,white,several,leaves
poisonous,flat,scaly,brown,no,buff,tapering,pink,pink,white,one,evanescent,white,several,woods
poisonous,flat,scaly,red,no,buff,tapering,pink,pink,white,one,evanescent,white,several,leaves
poisonous,convex,scaly,red,no,buff,tapering,white,white,white,one,evanescent,white,several,paths
poisonous,convex,smooth,red,no,buff,tapering,pink,white,white,one,evanescent,white,several,woods
poisonous,flat,smooth,red,no,buff,tapering,pink,white,white,one,evanescent,white,several,leaves
poisonous,flat,smooth,red,no,buff,tapering,pink,white,white,one,evanescent,white,several,paths
poisonous,convex,smooth,red,no,buff,tapering,white,white,white,one,evanescent,white,several,paths
poisonous,flat,smooth,red,no,buff,tapering,white,white,white,one,evanescent,white,several,paths
poisonous,flat,smooth,red,no,buff,tapering,white,white,white,one,evanescent,white,several,paths
poisonous,flat,smooth,brown,no,buff,tapering,pink,white,white,one,evanescent,white,several,leaves
poisonous,flat,scaly,red,no,buff,tapering,pink,pink,white,one,evanescent,white,several,woods
poisonous,flat,scaly,brown,no,buff,tapering,pink,white,white,one,evanescent,white,several,paths
poisonous, knobbed,smooth,red,no,buff,tapering,white,pink,white,one,evanescent,white,several,leaves
poisonous,flat,smooth,brown,no,buff,tapering,pink,white,white,one,evanescent,white,several,woods
poisonous,flat,scaly,brown,no,buff,tapering,pink,pink,white,one,evanescent,white,several,paths
poisonous,flat,smooth,red,no,buff,tapering,pink,pink,white,one,evanescent,white,several,leaves
poisonous,flat,scaly,red,no,buff,tapering,white,pink,white,one,evanescent,white,several,leaves
poisonous,convex,smooth,brown,no,buff,tapering,pink,pink,white,one,evanescent,white,several,paths
poisonous, knobbed,scaly,brown,no,buff,tapering,pink,pink,white,one,evanescent,white,several,paths
poisonous,convex,scaly,red,no,buff,tapering,white,pink,white,one,evanescent,white,several,woods
poisonous,convex,smooth,red,no,buff,tapering,white,pink,white,one,evanescent,white,several,leaves
edible,convex,smooth,gray,no,white,enlarging,white,white,white,two,pendant,white,numerous,grasses
poisonous, knobbed,scaly,brown,no,buff,tapering,pink,white,white,one,evanescent,white,several,woods
poisonous,convex,smooth,brown,no,buff,tapering,white,pink,white,one,evanescent,white,several,paths
poisonous,flat,smooth,brown,no,buff,tapering,white,pink,white,one,evanescent,white,several,paths
poisonous,flat,smooth,brown,no,buff,tapering,white,pink,white,one,evanescent,white,several,paths
poisonous,convex,smooth,red,no,buff,tapering,white,white,white,one,evanescent,white,several,paths
poisonous,flat,smooth,red,no,buff,tapering,pink,white,white,one,evanescent,white,several,leaves
poisonous,flat,scaly,red,no,buff,tapering,white,white,white,one,evanescent,white,several,leaves
poisonous,flat,scaly,red,no,buff,tapering,white,pink,white,one,evanescent,white,several,paths
poisonous,flat,smooth,brown,no,buff,tapering,white,white,white,one,evanescent,white,several,leaves
poisonous,flat,smooth,red,no,buff,tapering,pink,white,white,one,evanescent,white,several,paths
poisonous,convex,smooth,brown,no,buff,tapering,white,pink,white,one,evanescent,white,several,paths
poisonous,flat,smooth,red,no,buff,tapering,pink,pink,white,one,evanescent,white,several,leaves
poisonous,convex,smooth,red,no,buff,tapering,white,white,white,one,evanescent,white,several,paths
poisonous,flat,smooth,red,no,buff,tapering,white,pink,white,one,evanescent,white,several,woods
poisonous,flat,scaly,red,no,buff,tapering,white,white,white,one,evanescent,white,several,paths
poisonous, knobbed,scaly,red,no,buff,tapering,pink,white,white,one,evanescent,white,several,paths
poisonous,flat,smooth,brown,no,buff,tapering,white,white,white,one,evanescent,white,several,paths
poisonous, knobbed,scaly,red,no,buff,tapering,white,white,white,one,evanescent,white,several,woods
poisonous,flat,smooth,red,no,buff,tapering,pink,white,white,one,evanescent,white,several,leaves
poisonous,flat,scaly,red,no,buff,tapering,white,white,white,one,evanescent,white,several,leaves
poisonous,flat,smooth,red,no,buff,tapering,pink,white,white,one,evanescent,white,several,leaves
edible,bell,smooth,brown,no,brown,enlarging,orange,orange,orange,one,pendant,orange,clustered,leaves
poisonous,convex,smooth,brown,no,buff,tapering,white,white,white,one,evanescent,white,several,woods
poisonous,flat,scaly,red,no,buff,tapering,pink,white,white,one,evanescent,white,several,leaves
poisonous,flat,scaly,brown,no,buff,tapering,white,pink,white,one,evanescent,white,several,woods
poisonous,flat,smooth,red,no,buff,tapering,pink,white,white,one,evanescent,white,several,woods
poisonous,flat,scaly,brown,no,buff,tapering,white,white,white,one,evanescent,white,several,paths
poisonous, knobbed,scaly,brown,no,white,enlarging,cinnamon,cinnamon,white,none,none,white,clustered,woods
poisonous,convex,smooth,red,no,buff,tapering,white,white,white,one,evanescent,white,several,paths
poisonous,flat,smooth,red,no,buff,tapering,white,white,white,one,evanescent,white,several,leaves
poisonous, knobbed,scaly,brown,no,buff,tapering,white,pink,white,one,evanescent,white,several,woods
poisonous,flat,smooth,red,no,buff,tapering,white,pink,white,one,evanescent,white,several,paths
edible, knobbed,smooth,white,no,gray,enlarging,white,white,white,two,pendant,white,scattered,grasses
poisonous,flat,scaly,brown,no,buff,tapering,pink,pink,white,one,evanescent,white,several,leaves
poisonous,flat,scaly,brown,no,buff,tapering,pink,white,white,one,evanescent,white,several,woods
poisonous,flat,scaly,brown,no,buff,tapering,pink,white,white,one,evanescent,white,several,paths
poisonous,flat,smooth,brown,no,buff,tapering,white,pink,white,one,evanescent,white,several,woods
poisonous,flat,smooth,brown,no,buff,tapering,white,white,white,one,evanescent,white,several,leaves
poisonous,flat,scaly,red,no,buff,tapering,pink,white,white,one,evanescent,white,several,paths
poisonous,convex,smooth,red,no,buff,tapering,white,pink,white,one,evanescent,white,several,woods
poisonous,flat,scaly,brown,no,buff,tapering,pink,pink,white,one,evanescent,white,several,paths
poisonous,convex,smooth,brown,no,buff,tapering,pink,pink,white,one,evanescent,white,several,paths
poisonous,convex,smooth,red,no,buff,tapering,pink,pink,white,one,evanescent,white,several,leaves
poisonous,convex,smooth,red,no,buff,tapering,white,white,white,one,evanescent,white,several,leaves
poisonous,flat,scaly,red,no,buff,tapering,white,pink,white,one,evanescent,white,several,woods
poisonous,convex,smooth,brown,no,buff,tapering,pink,white,white,one,evanescent,white,several,woods
poisonous,convex,smooth,red,no,buff,tapering,white,pink,white,one,evanescent,white,several,paths
poisonous,flat,smooth,brown,no,buff,tapering,pink,white,white,one,evanescent,white,several,leaves
poisonous,convex,smooth,brown,no,buff,tapering,pink,white,white,one,evanescent,white,several,leaves
poisonous,flat,scaly,red,no,buff,tapering,white,pink,white,one,evanescent,white,several,woods
poisonous,convex,smooth,brown,no,buff,tapering,white,pink,white,one,evanescent,white,several,woods
poisonous,flat,scaly,red,no,buff,tapering,pink,pink,white,one,evanescent,white,several,leaves
poisonous,flat,smooth,red,no,buff,tapering,white,white,white,one,evanescent,white,several,paths
poisonous,flat,scaly,brown,no,buff,tapering,pink,pink,white,one,evanescent,white,several,leaves
poisonous,flat,scaly,brown,no,buff,tapering,white,white,white,one,evanescent,white,several,woods
poisonous,convex,scaly,red,no,buff,tapering,pink,white,white,one,evanescent,white,several,woods
edible, knobbed,fibrous,gray,no,white,enlarging,white,white,white,two,pendant,white,numerous,grasses
poisonous,convex,smooth,red,no,buff,tapering,pink,pink,white,one,evanescent,white,several,woods
poisonous, knobbed,scaly,brown,no,buff,tapering,pink,pink,white,one,evanescent,white,several,woods
poisonous, knobbed,scaly,brown,no,buff,tapering,white,white,white,one,evanescent,white,several,woods
poisonous,convex,scaly,red,no,buff,tapering,pink,pink,white,one,evanescent,white,several,paths
poisonous,flat,smooth,red,no,buff,tapering,white,pink,white,one,evanescent,white,several,leaves
poisonous,flat,smooth,brown,no,buff,tapering,pink,pink,white,one,evanescent,white,several,leaves
poisonous,flat,smooth,red,no,buff,tapering,white,white,white,one,evanescent,white,several,paths
poisonous,convex,smooth,red,no,buff,tapering,white,white,white,one,evanescent,white,several,paths
poisonous,flat,smooth,brown,no,buff,tapering,pink,white,white,one,evanescent,white,several,woods
poisonous,flat,scaly,red,no,buff,tapering,pink,pink,white,one,evanescent,white,several,paths
poisonous,convex,smooth,brown,no,buff,tapering,pink,white,white,one,evanescent,white,several,leaves
poisonous,convex,scaly,red,no,buff,tapering,pink,pink,white,one,evanescent,white,several,paths
poisonous,flat,smooth,red,no,buff,tapering,pink,pink,white,one,evanescent,white,several,paths
poisonous,convex,smooth,brown,no,buff,tapering,pink,pink,white,one,evanescent,white,several,woods
poisonous,flat,smooth,brown,no,buff,tapering,pink,white,white,one,evanescent,white,several,paths
edible,convex,smooth,brown,no,brown,enlarging,orange,orange,orange,one,pendant,yellow,several,leaves
poisonous, knobbed,smooth,brown,no,buff,tapering,white,pink,white,one,evanescent,white,several,paths
poisonous,flat,smooth,brown,no,buff,tapering,pink,white,white,one,evanescent,white,several,leaves
poisonous, knobbed,scaly,red,no,buff,tapering,white,white,white,one,evanescent,white,several,paths
edible,convex,scaly,cinnamon,bruises,white,enlarging,white,white,white,two,pendant,white,solitary,paths
edible,bell,smooth,brown,no,brown,enlarging,orange,orange,brown,one,pendant,yellow,clustered,leaves
edible, knobbed,smooth,gray,no,white,enlarging,white,white,white,two,pendant,white,numerous,grasses
edible,convex,fibrous,gray,no,gray,enlarging,white,white,white,two,pendant,white,scattered,grasses
poisonous,convex,smooth,brown,no,buff,tapering,white,pink,white,one,evanescent,white,several,woods
poisonous, knobbed,scaly,red,no,buff,tapering,white,white,white,one,evanescent,white,several,paths
edible,convex,smooth,brown,no,orange,enlarging,orange,orange,brown,one,pendant,orange,clustered,leaves
poisonous, knobbed,smooth,red,no,buff,tapering,white,white,white,one,evanescent,white,several,woods
poisonous,bell,scaly,yellow,no,yellow,enlarging,yellow,yellow,yellow,one,evanescent,white,clustered,leaves
poisonous,convex,smooth,red,no,buff,tapering,white,white,white,one,evanescent,white,several,woods
edible,bell,smooth,gray,no,gray,enlarging,white,white,white,two,pendant,white,numerous,grasses
poisonous, knobbed,scaly,red,no,buff,tapering,white,pink,white,one,evanescent,white,several,paths
poisonous, knobbed,smooth,red,no,buff,tapering,pink,pink,white,one,evanescent,white,several,paths
poisonous,flat,smooth,red,no,buff,tapering,white,white,white,one,evanescent,white,several,woods
poisonous,flat,scaly,brown,no,buff,tapering,pink,white,white,one,evanescent,white,several,paths
poisonous,flat,smooth,red,no,buff,tapering,white,pink,white,one,evanescent,white,several,woods
edible, knobbed,fibrous,gray,no,white,enlarging,white,white,white,two,pendant,white,scattered,grasses
poisonous, knobbed,smooth,brown,no,buff,tapering,white,white,white,one,evanescent,white,several,paths
poisonous, knobbed,smooth,red,no,buff,tapering,pink,pink,white,one,evanescent,white,several,woods
poisonous,flat,smooth,red,no,buff,tapering,white,white,white,one,evanescent,white,several,leaves
edible,bell,fibrous,gray,no,pink,enlarging,white,white,white,two,pendant,white,numerous,grasses
poisonous,flat,scaly,brown,no,buff,tapering,white,white,white,one,evanescent,white,several,woods
poisonous,flat,smooth,brown,no,buff,tapering,white,pink,white,one,evanescent,white,several,paths
edible,flat,smooth,brown,no,orange,enlarging,orange,orange,brown,one,pendant,brown,clustered,leaves
edible,convex,scaly,pink,bruises,white,enlarging,white,white,white,two,pendant,white,solitary,paths
poisonous,flat,smooth,brown,no,buff,tapering,white,pink,white,one,evanescent,white,several,woods
poisonous, knobbed,scaly,red,no,buff,tapering,white,pink,white,one,evanescent,white,several,leaves
poisonous,flat,smooth,brown,no,buff,tapering,white,pink,white,one,evanescent,white,several,leaves
edible,bell,smooth,white,no,white,enlarging,white,white,white,two,pendant,white,numerous,grasses
poisonous,convex,scaly,red,no,buff,tapering,pink,white,white,one,evanescent,white,several,paths
poisonous,flat,scaly,red,no,buff,tapering,pink,pink,white,one,evanescent,white,several,leaves
poisonous,flat,smooth,red,no,buff,tapering,white,pink,white,one,evanescent,white,several,leaves
poisonous, knobbed,scaly,brown,no,buff,tapering,pink,white,white,one,evanescent,white,several,woods
edible,convex,fibrous,white,no,pink,enlarging,white,white,white,two,pendant,white,scattered,grasses
edible,bell,smooth,white,no,pink,enlarging,white,white,white,two,pendant,white,numerous,grasses
poisonous, knobbed,smooth,red,no,buff,tapering,white,white,white,one,evanescent,white,several,leaves
poisonous,flat,scaly,brown,no,buff,tapering,white,white,white,one,evanescent,white,several,leaves
edible,flat,scaly,brown,bruises,white,enlarging,white,white,white,two,pendant,white,several,paths
poisonous, knobbed,smooth,brown,no,buff,tapering,pink,pink,white,one,evanescent,white,several,woods
poisonous, knobbed,smooth,brown,no,buff,tapering,white,pink,white,one,evanescent,white,several,leaves
poisonous,flat,scaly,brown,no,buff,tapering,white,pink,white,one,evanescent,white,several,leaves
poisonous,flat,scaly,red,no,white,enlarging,cinnamon,cinnamon,white,none,none,white,clustered,woods
poisonous,convex,smooth,red,no,buff,tapering,white,pink,white,one,evanescent,white,several,woods
poisonous, knobbed,scaly,red,no,buff,tapering,pink,pink,white,one,evanescent,white,several,paths
poisonous,convex,smooth,brown,no,buff,tapering,pink,pink,white,one,evanescent,white,several,leaves
poisonous, knobbed,smooth,red,no,buff,tapering,white,white,white,one,evanescent,white,several,leaves
poisonous, knobbed,scaly,brown,no,buff,tapering,white,pink,white,one,evanescent,white,several,leaves
poisonous,flat,scaly,red,no,buff,tapering,white,white,white,one,evanescent,white,several,paths
edible,convex,fibrous,white,no,white,enlarging,white,white,white,two,pendant,white,scattered,grasses
poisonous, knobbed,smooth,brown,no,buff,tapering,white,white,white,one,evanescent,white,several,woods
poisonous,flat,smooth,brown,no,buff,tapering,pink,pink,white,one,evanescent,white,several,paths
poisonous, knobbed,smooth,red,no,buff,tapering,pink,pink,white,one,evanescent,white,several,woods
poisonous, knobbed,smooth,red,no,buff,tapering,white,white,white,one,evanescent,white,several,leaves
